vrai_hop;rdrg;N;NAB
0;001;194;187
0;002;118;114
0;003;537;519
0;004;1958;1926
0;005;502;473
0;020;680;602
0;021;3651;3125
0;022;722;605
0;023;1270;1018
0;024;3740;3139
0;025;3733;683
0;026;1380;678
0;040;615;156
0;041;2488;825
0;042;7474;1988
0;043;2155;282
0;044;2858;989
0;045;6231;2245
0;046;10477;3295
0;047;8486;1429
0;048;5647;919
0;049;870;582
0;050;726;307
0;051;1387;734
0;052;2038;723
0;053;12885;2217
0;054;4669;269
0;055;1380;385
0;056;1474;361
0;057;12410;654
0;058;17625;1713
0;070;560;366
0;071;5548;3315
0;072;3578;950
0;073;13584;7083
0;080;288;251
0;081;663;40
0;082;2668;541
0;090;376;283
0;091;497;442
0;092;2755;2507
0;093;7866;5671
0;094;2493;1322
0;095;433;296
0;096;982;485
0;097;11801;2109
0;098;15664;8807
0;110;1946;717
0;111;3610;263
0;112;1040;384
0;113;11030;7403
0;114;6019;3092
0;115;4338;1096
0;120;1478;1405
0;121;3967;2340
0;122;571;340
0;130;1345;1303
0;131;649;572
0;132;59;40
0;133;2985;1575
0;134;4303;1660
0;135;1517;392
0;136;9410;3412
0;137;5706;5287
0;138;375;303
0;139;25479;24286
0;140;22567;15685
0;141;11358;5159
0;142;1263;651
0;143;2785;942
0;144;22603;10517
0;160;99;98
0;161;485;434
0;162;732;719
0;163;2340;2319
0;164;2;2
0;165;2648;2598
0;166;5141;5088
0;167;555;437
0;168;2794;2631
0;169;870;826
0;170;270;235
0;171;4781;3938
0;172;808;754
0;173;13153;8596
0;174;2820;395
0;175;16965;1081
0;176;1915;1477
0;177;899;705
0;178;565;418
0;179;14243;1226
0;180;968;536
0;190;10788;2489
0;191;7100;1255
0;192;22032;762
0;193;208;194
0;194;16225;6490
0;195;1476;361
0;196;1294;389
0;197;9423;1738
0;198;5146;639
0;199;3660;432
0;200;1557;407
0;201;17435;2532
0;202;7717;753
0;203;4854;315
0;204;7590;852
0;205;972;234
0;206;919;412
0;207;5226;1131
0;220;5335;4396
0;221;12125;11843
0;222;662;313
0;223;1399;1142
0;224;1697;1187
0;225;13183;11175
0;226;10503;2420
0;227;8721;5945
0;228;19571;14379
0;229;2397;1644
0;240;6896;1897
0;241;9593;2445
0;242;806;286
0;243;9895;1507
0;244;6399;3843
0;245;2816;1396
0;246;1006;511
0;247;6438;1690
0;248;488;412
0;249;27040;6451
0;250;26749;6850
0;260;1488;1323
0;261;863;801
0;262;1379;1268
0;263;14656;11086
0;264;1145;765
0;280;4112;1531
0;281;4198;1646
0;282;4836;2046
0;283;4287;1202
0;284;6978;4757
0;300;197;196
0;301;5425;5318
0;302;24098;23643
0;303;194;191
0;304;4417;4281
0;305;148;128
0;306;987;888
0;307;227;197
0;308;8899;8445
0;309;1727;1435
0;310;16604;13823
0;311;86;79
0;312;836;661
0;313;28121;14778
0;314;10122;5976
0;315;22224;13097
0;316;6678;3243
0;317;7817;3101
0;318;5696;1610
0;319;4331;1505
0;320;6041;2918
0;340;1166;308
0;341;2898;764
0;342;10544;1267
0;343;5855;1832
0;344;442;362
0;345;364;306
0;346;3252;719
0;347;21554;1892
0;348;5429;1108
0;349;1799;440
0;350;3054;409
0;351;3777;992
0;360;1140;838
0;361;3674;1596
0;362;5769;2643
0;363;12661;5348
0;364;7852;3075
0;380;1757;1185
0;381;1577;413
0;382;1712;556
0;383;7394;6878
0;384;6376;1415
0;385;3533;1088
0;400;189;178
0;401;361;305
0;402;170;132
0;403;5900;4629
0;404;5791;1649
0;405;1115;777
0;420;9510;2166
0;421;4713;814
0;422;7373;2778
0;423;426;52
0;424;3153;566
0;440;345;307
0;441;983;956
0;442;1404;1266
0;443;3048;2560
0;444;159;55
0;445;1764;1298
0;446;13473;8643
0;447;1647;664
0;460;3204;1437
0;461;1448;618
0;462;743;193
0;463;12343;11313
0;464;2474;820
0;465;10514;2707
0;466;1073;464
0;467;2618;1123
0;468;4392;1754
0;480;4403;4177
0;481;1381;892
0;482;9120;7437
0;483;5109;1168
0;484;2874;1109
0;500;1759;780
0;501;2712;1877
0;510;1975;1791
0;511;515;432
0;512;899;771
0;513;24539;16069
0;514;5268;4081
0;515;2330;793
0;516;3551;617
0;517;3938;422
0;518;977;521
0;530;1544;567
0;531;848;594
0;532;2174;336
0;540;18037;13128
0;541;601;268
0;542;362;172
0;543;380;226
0;544;3428;622
0;560;84930;19927
0;561;753;323
0;562;1423;393
0;563;7003;1243
0;564;988;250
0;565;981;86
0;566;8362;1864
0;580;185;96
0;581;19;13
0;582;1;1
0;583;2;2
0;590;13;13
0;591;47;44
0;592;21;21
0;593;117;107
0;600;24;24
0;601;88;72
0;602;157;145
0;603;191;117
0;610;16;16
0;611;69;52
0;612;177;148
0;613;62;55
0;614;350;122
0;620;17;15
0;621;94;62
0;622;143;98
0;623;62;52
0;624;227;54
0;625;117;52
0;626;230;54
0;630;82;80
0;631;86;79
0;632;229;76
0;633;364;181
0;634;237;178
0;635;60;45
0;636;262;211
0;637;1177;351
0;638;1456;235
0;639;228;101
0;640;425;105
0;650;246;201
0;651;826;340
0;660;1357;1214
0;661;1496;410
0;662;179;93
0;663;7463;1831
0;664;1658;672
0;680;433;321
0;681;971;476
0;682;944;595
0;683;1361;504
0;690;1239;997
0;691;4340;2016
0;692;747;216
0;693;23952;4655
0;694;2088;658
0;710;819;711
0;711;877;768
0;720;4442;4086
0;721;1624;1380
0;722;1881;1052
0;723;5812;2018
0;724;1948;1459
0;740;1032;640
0;750;548;39
0;751;5803;792
0;752;767;58
0;753;956;115
0;754;8088;857
0;755;1797;136
0;756;3880;563
0;757;7925;2893
0;758;858;60
0;759;495;63
0;760;3660;148
0;770;991;58
0;771;306;51
0;772;53;13
0;773;397;79
0;774;90;6
