vrai_hop;rdrg;N;NAB
0;001;206;206
0;002;155;155
0;003;723;702
0;004;2357;2322
0;005;455;423
0;020;777;700
0;021;4480;3839
0;022;735;666
0;023;1236;1038
0;024;4256;3517
0;025;2319;787
0;026;1313;663
0;040;540;144
0;041;2930;1020
0;042;11812;3632
0;043;2039;276
0;044;3179;1095
0;045;14824;4992
0;046;1345;283
0;047;7230;1042
0;048;4828;689
0;049;693;459
0;050;668;314
0;051;997;545
0;052;2408;664
0;053;14556;2312
0;054;5414;317
0;055;2306;820
0;056;1531;465
0;057;9004;402
0;058;14630;1172
0;070;515;372
0;071;5769;3794
0;072;1783;839
0;073;4899;2266
0;080;390;362
0;081;772;52
0;082;2223;676
0;090;306;250
0;091;572;515
0;092;3805;3627
0;093;6736;4787
0;094;1716;1125
0;095;780;508
0;096;1078;559
0;097;7890;1900
0;098;12770;8029
0;110;1967;862
0;111;4638;318
0;112;1121;458
0;113;15690;9635
0;114;4290;2550
0;115;28516;1262
0;120;1777;1692
0;121;4521;2866
0;122;643;348
0;130;1828;1797
0;131;815;730
0;132;100;46
0;133;1691;838
0;134;4664;1771
0;135;1817;527
0;136;8159;3150
0;137;6966;6662
0;138;543;452
0;139;35230;33887
0;140;24443;17452
0;141;12933;5141
0;142;1379;662
0;143;3598;1211
0;144;25950;11515
0;160;120;119
0;161;1373;1257
0;162;823;817
0;163;3428;3392
0;165;2145;2128
0;166;3719;3683
0;167;1191;813
0;168;3598;3233
0;169;783;765
0;170;464;435
0;171;7511;6772
0;172;767;725
0;173;18287;11057
0;174;6328;751
0;175;21706;1166
0;176;2867;2454
0;177;888;762
0;178;417;294
0;179;5011;510
0;180;921;557
0;190;9729;2457
0;191;9597;1113
0;192;22016;526
0;193;228;221
0;194;19791;8033
0;195;1019;259
0;196;767;210
0;197;5716;1429
0;198;3272;334
0;199;2993;317
0;200;1247;298
0;201;18940;2887
0;202;2495;255
0;203;6626;378
0;204;8905;994
0;205;363;74
0;206;1385;880
0;207;5352;1172
0;220;4512;3867
0;221;14554;14270
0;222;638;334
0;223;2252;1966
0;224;2126;1595
0;225;13642;12535
0;226;9141;2667
0;227;8723;7067
0;228;16177;13122
0;229;2033;1447
0;240;6955;2148
0;241;8971;2199
0;242;850;367
0;243;9474;1457
0;244;8959;6020
0;245;2926;1473
0;246;1492;851
0;247;7960;2128
0;248;794;715
0;249;27165;6007
0;250;29574;7931
0;260;1948;1749
0;261;601;534
0;262;738;683
0;263;17399;12826
0;264;899;621
0;280;3806;1709
0;281;4611;1846
0;282;5989;2236
0;283;3884;1367
0;284;9223;6486
0;300;618;609
0;301;5911;5795
0;302;37487;36823
0;303;214;207
0;304;8350;8134
0;305;251;222
0;306;2458;2379
0;307;294;278
0;308;9854;9431
0;309;2378;1932
0;310;23554;21287
0;311;61;55
0;312;861;744
0;313;22204;16846
0;314;12318;9378
0;315;30965;21037
0;316;5672;3499
0;317;7592;3822
0;318;4190;1751
0;319;2979;1454
0;320;4967;3421
0;340;1387;441
0;341;3602;1174
