vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;5;106.39;4.75;8.87;10.31;19.8;62.66
0;-p;001;1;B;7;2717.81;9.03;292.19;441.54;471.1;732.9
0;-p;001;1;C;6;32.54;1.69;1.72;4.53;6.28;13.78
0;-p;001;1;H;5;263.94;24.61;41.98;42.42;69.59;85.34
0;-p;001;1;J;7;1596.29;10.45;121.51;190.96;284.84;604.95
0;-p;001;1;L;5;1493.85;45.58;113.96;287.54;379.9;666.87
0;-p;001;1;M;4;104.32;1.58;10.13;23.35;42.03;56.04
0;-p;001;1;N;7;717;33.9;38.66;105.33;134.66;212.81
0;-p;001;1;R;3;19.23;0.93;0.93;5.33;12.97;12.97
0;-p;001;1;V;3;28.06;5.93;5.93;7.38;14.75;14.75
0;-p;001;2;A;5;168.06;13.18;21.01;21.73;40.71;71.43
0;-p;001;2;B;5;3149.34;24.28;282.4;322.78;489.03;2030.85
0;-p;001;2;C;4;72.76;5.58;10.58;19.34;25.79;28.5
0;-p;001;2;D;1;3.36;3.36;3.36;3.36;3.36;3.36
0;-p;001;2;H;5;269.8;30.32;43.93;46.28;49.17;100.1
0;-p;001;2;J;5;1682.73;127.03;260.47;363.95;464.5;466.78
0;-p;001;2;L;5;2902.08;167.14;239.72;513.73;576.38;1405.11
0;-p;001;2;M;3;128.43;28.02;28.02;43.21;57.2;57.2
0;-p;001;2;N;4;678.11;82.51;96.43;144.76;242.62;306.08
0;-p;001;2;R;2;10.05;0.93;0.93;5.02;9.12;9.12
0;-p;001;2;V;3;352.67;2.48;2.48;3.73;346.46;346.46
0;-p;001;3;A;23;1183.39;9.77;23.7;42.07;66.48;116.67
0;-p;001;3;B;23;21028.61;297.16;567.73;788.96;1208.7;1858.4
0;-p;001;3;C;21;1440.77;4.12;9.13;21.62;136.48;248.84
0;-p;001;3;D;11;79.28;2.55;4.97;4.97;9.03;18.46
0;-p;001;3;H;23;1982.92;19.17;29.82;53.2;146.15;280.87
0;-p;001;3;J;23;38990.15;81.27;241.44;548.6;1712.61;6885.93
0;-p;001;3;L;22;38111.83;131.68;195.51;488.14;842.46;3326.5
0;-p;001;3;M;23;952.85;8.22;18.68;34.81;57.15;93.4
0;-p;001;3;N;23;3764.78;32.18;83.26;140.48;208.94;413.16
0;-p;001;3;R;9;127.62;0.47;5.49;10.69;12.24;55.01
0;-p;001;3;S;1;2.37;2.37;2.37;2.37;2.37;2.37
0;-p;001;3;V;18;2835.66;5.11;34.92;138.58;270.09;430.96
0;-p;001;4;A;127;20541.08;19.66;39.9;84.01;168.52;654.08
0;-p;001;4;B;127;372954.8;381.33;862.08;1617.4;3412.33;9278.24
0;-p;001;4;C;125;23060.84;3.73;18.77;64.31;260.14;664.04
0;-p;001;4;D;80;1813.32;3;5.03;10.99;26;93.59
0;-p;001;4;G;8;302.18;0.49;0.68;7.94;69.47;145.49
0;-p;001;4;H;123;65594.39;20.75;57.2;148.64;295.75;1757.33
0;-p;001;4;J;126;546438.75;125.14;709.64;1614.54;4441.77;16744.2
