vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;54;19;49;58;64;70
0;002;50;18;41;56;61;65
0;003;50;13;42;54;62;69
0;004;64;33;56;66;75;84
0;005;59;34;53;60;68;79
0;020;61;12;46;68;80;88
0;021;55;17;44;56;69;82
0;022;53;0;32;62;76;84
0;023;53;21;44;53;65;79
0;024;71;55;65;73;79;85
0;025;54;22;43;54;67;84
0;026;55;10;39;59;75;87
0;040;47;6;24;49;69;85
0;041;61;29;53;64;73;84
0;042;77;53;74;80;85;90
0;043;46;20;35;46;55;72
0;044;73;44;64;77;84;91
0;045;75;50;68;78;85;91
0;046;74;51;67;77;83;90
0;047;74;48;67;77;84;91
0;048;61;29;51;63;75;86
0;049;42;0;14;47;64;82
0;050;49;2;26;54;74;86
0;051;21;0;5;17;32;58
0;052;61;7;49;67;80;89
0;053;38;1;11;38;59;83
0;054;39;9;24;39;52;77
0;055;61;5;47;69;82;90
0;056;45;0;16;48;73;87
0;057;25;0;5;14;40;80
0;058;50;4;38;51;65;84
0;070;53;17;35;55;73;85
0;071;64;29;56;67;75;84
0;072;58;5;46;64;76;86
0;073;76;55;71;78;83;89
0;080;29;0;2;10;59;88
0;081;55;12;40;58;74;85
0;082;55;2;34;62;79;89
0;090;59;27;53;61;69;77
0;091;50;2;40;57;65;79
0;092;31;15;17;25;42;63
0;093;44;15;30;43;57;74
0;094;48;9;35;50;63;81
0;095;25;0;1;29;44;57
0;096;55;24;45;57;67;81
0;097;23;3;12;23;32;48
0;098;38;9;23;37;51;70
0;110;63;47;56;62;70;82
0;111;64;30;52;67;79;88
0;112;67;13;60;73;82;90
0;113;15;0;1;3;24;67
0;114;32;1;8;26;54;80
0;115;50;0;42;53;62;76
0;120;63;41;58;65;71;79
0;121;59;18;49;63;73;83
0;122;63;32;55;64;75;85
0;130;65;11;58;70;79;87
0;131;24;2;16;24;31;45
0;132;1;0;0;0;2;4
0;133;69;13;62;75;84;91
0;134;67;33;56;72;81;89
0;135;67;31;54;72;83;90
0;136;68;49;61;69;77;86
0;137;67;11;58;75;84;91
0;138;3;0;0;1;2;5
0;139;50;0;6;62;81;90
0;140;70;49;62;72;80;88
0;141;13;0;0;0;7;74
0;142;65;24;55;71;80;87
0;143;57;19;36;61;76;88
0;144;48;0;6;54;77;89
0;160;11;0;0;2;15;63
0;161;63;36;56;65;73;81
0;162;70;46;64;73;80;86
0;163;68;39;62;72;79;85
0;165;69;50;61;70;77;84
0;166;68;50;61;69;75;82
0;167;50;1;39;56;69;80
0;168;66;35;60;69;77;86
0;169;71;53;65;73;78;87
0;170;78;57;73;80;85;92
0;171;77;58;72;79;84;90
0;172;74;51;66;76;83;91
0;173;69;48;61;70;78;87
0;174;65;43;54;64;76;86
0;175;64;35;56;65;75;84
0;176;77;54;72;80;85;91
0;177;72;45;64;75;82;89
0;178;70;47;61;72;80;89
0;179;57;30;46;58;68;80
0;180;71;44;62;74;81;89
0;190;72;47;62;75;83;91
0;191;67;43;59;69;77;85
0;192;66;47;59;67;75;83
0;193;67;34;56;72;80;86
0;194;79;59;75;82;87;92
0;195;64;29;50;68;80;89
0;196;70;29;61;74;83;90
0;197;69;38;59;72;81;89
0;198;71;50;63;73;80;88
0;199;69;41;59;72;80;89
0;200;71;0;67;79;85;91
0;201;70;39;62;74;82;89
0;202;70;45;60;73;82;90
0;203;60;31;48;60;74;86
0;204;66;14;55;74;83;90
0;205;63;26;52;65;78;87
0;206;63;19;54;67;77;86
0;207;63;22;51;68;80;89
0;220;56;25;43;56;70;84
0;221;65;35;56;67;77;87
0;222;45;0;32;47;65;84
0;223;60;21;50;63;74;85
0;224;57;21;43;58;73;87
0;225;30;8;15;25;42;66
