vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;1;329;328.84;328.84;328.84;328.84;328.84
0;001;1;2;1;40;39.9;39.9;39.9;39.9;39.9
0;001;1;4;1;73;72.8;72.8;72.8;72.8;72.8
0;001;1;6;1;12;11.55;11.55;11.55;11.55;11.55
0;001;1;7;1;32;31.5;31.5;31.5;31.5;31.5
0;001;1;8;1;45;45.15;45.15;45.15;45.15;45.15
0;001;1;9;1;157;156.96;156.96;156.96;156.96;156.96
0;001;2;1;4;795;19.79;104.95;208.01;292.74;359.57
0;001;2;2;1;2;1.75;1.75;1.75;1.75;1.75
0;001;2;4;4;160;8.4;12.6;39.9;67.2;71.4
0;001;2;5;4;234;9.94;12.98;21.84;103.81;179.97
0;001;2;6;3;97;5.6;5.6;11.55;80.15;80.15
0;001;2;7;4;99;3.36;13.33;25.09;36.4;45.92
0;001;2;8;3;89;12.04;12.04;33.25;43.82;43.82
0;001;2;9;2;272;134.71;134.71;136.04;137.37;137.37
0;001;3;1;33;12512;179.09;276.99;351.38;425.61;749.54
0;001;3;2;4;16;2.8;2.8;3.5;5.42;6.65
0;001;3;3;2;3;1.4;1.4;1.4;1.4;1.4
0;001;3;4;31;2123;37.8;58.8;63;82.25;109.2
0;001;3;5;33;2417;5.18;12.95;41.37;101.92;293.65
0;001;3;6;29;1000;5.25;16.1;25.41;50.4;68.95
0;001;3;7;33;1179;18.2;26.88;34.58;42.56;63.42
0;001;3;8;33;1102;10.78;19.95;28.14;45.57;65.66
0;001;3;9;31;3462;17.36;24.5;133.31;172.15;200.31
0;001;4;1;163;154069;257.5;368.72;539.24;1010.59;3403.46
0;001;4;2;49;478;1.75;4.2;7;12.6;22.05
0;001;4;3;11;187;1.4;1.4;2.8;3.5;83.96
0;001;4;4;163;22843;46.2;63;83.65;172.55;441.7
0;001;4;5;163;29172;24.01;56;110.74;203.28;550.9
0;001;4;6;130;5029;3.85;16.45;29.26;50.05;92.96
0;001;4;7;157;13307;26.04;37.24;52.08;93.52;237.72
0;001;4;8;163;11098;14.56;24.7;39.62;78.95;217.66
0;001;4;9;162;25827;23.1;111.97;166.55;202.59;330.6
0;002;1;1;1;477;476.61;476.61;476.61;476.61;476.61
0;002;1;4;1;49;48.65;48.65;48.65;48.65;48.65
0;002;1;5;1;16;15.61;15.61;15.61;15.61;15.61
0;002;1;7;1;37;36.89;36.89;36.89;36.89;36.89
0;002;1;8;1;24;23.52;23.52;23.52;23.52;23.52
0;002;1;9;1;143;142.97;142.97;142.97;142.97;142.97
0;002;2;1;5;2331;141.94;279.01;445.86;503.24;961.05
0;002;2;2;4;39;4.2;5.25;6.65;14.35;21.7
0;002;2;4;5;248;4.2;4.9;63;75.6;100.8
0;002;2;5;5;120;7.56;14.49;20.51;38.29;39.48
0;002;2;6;5;104;10.85;18.9;19.46;22.61;31.85
0;002;2;7;5;152;12.04;25.97;29.12;42.28;42.56
0;002;2;8;5;105;10.92;14.28;19.04;23.66;36.68
0;002;2;9;5;814;62.3;96.44;160.6;243.87;251.22
0;002;3;1;27;11685;265.56;326;373.01;459.38;844.84
0;002;3;2;9;85;1.75;4.2;4.2;10.85;30.8
0;002;3;4;27;2007;21;44.45;78.4;96.6;138.6
0;002;3;5;27;1815;10.57;26.25;41.37;99.82;186.55
0;002;3;6;26;543;8.75;11.55;18.72;29.05;37.45
0;002;3;7;27;1154;24.29;35.14;43.19;47.46;59.71
0;002;3;8;27;559;6.3;11.62;17.22;23.8;50.26
0;002;3;9;27;3571;8.4;88.74;144.58;171.8;246.32
0;002;4;1;80;77658;359.12;431.45;543.03;1085.18;2953.94
0;002;4;2;40;570;2.97;4.2;7.52;13.3;63.7
0;002;4;4;80;13190;27.12;87.67;127.57;229.6;363.3
0;002;4;5;80;16916;24.43;67.83;175.21;264.74;596.36
0;002;4;6;76;2383;10.85;17.85;26.6;39.72;68.6
0;002;4;7;79;7246;32.2;46.34;61.04;101.85;261.1
