vrai_hop;rdrg;N;NAB
0;001;166;160
0;002;121;119
0;003;680;620
0;004;2116;2086
0;005;455;421
0;020;639;544
0;021;3959;3389
0;022;617;552
0;023;1172;977
0;024;4287;3383
0;025;2947;687
0;026;1560;836
0;040;554;140
0;041;2820;889
0;042;9947;2782
0;043;2046;270
0;044;3116;1021
0;045;10357;3436
0;046;6331;1784
0;047;7823;1207
0;048;6309;911
0;049;744;481
0;050;679;292
0;051;627;326
0;052;1983;559
0;053;13255;2066
0;054;4205;222
0;055;1494;475
0;056;1343;371
0;057;9945;500
0;058;20101;1312
0;070;498;367
0;071;5303;3252
0;072;2530;930
0;073;6815;3187
0;080;313;276
0;081;651;46
0;082;2708;597
0;090;342;273
0;091;584;532
0;092;3280;2995
0;093;7488;5313
0;094;1918;1076
0;095;489;350
0;096;981;448
0;097;8830;1831
0;098;13918;7769
0;110;1891;721
0;111;3732;273
0;112;1035;395
0;113;9763;6481
0;114;3027;1619
0;115;4669;929
0;120;1614;1516
0;121;4087;2397
0;122;554;301
0;130;1533;1483
0;131;559;505
0;132;80;24
0;133;3895;2258
0;134;4381;1652
0;135;1482;379
0;136;9066;3191
0;137;6204;5770
0;138;357;296
0;139;26544;25335
0;140;22754;15697
0;141;11454;4585
0;142;1312;618
0;143;3015;975
0;144;20994;8935
0;160;134;133
0;161;865;803
0;162;862;849
0;163;2693;2661
0;164;1;1
0;165;2641;2584
0;166;4483;4411
0;167;726;623
0;168;3284;3005
0;169;724;693
0;170;398;348
0;171;5891;4927
0;172;882;820
0;173;15439;9542
0;174;4530;575
0;175;21462;1128
0;176;1934;1617
0;177;731;558
0;178;619;441
0;179;8670;820
0;180;1132;662
0;190;10367;2651
0;191;8427;1216
0;192;23043;638
0;193;190;174
0;194;17579;6863
0;195;1112;274
0;196;1206;362
0;197;7988;1735
0;198;4807;508
0;199;3456;334
0;200;1386;327
0;201;17449;2506
0;202;5340;509
0;203;5549;271
0;204;7437;795
0;205;583;127
0;206;1115;583
0;207;4981;967
0;220;5053;4199
0;221;13518;13179
0;222;601;313
0;223;1460;1223
0;224;1955;1414
0;225;13124;11378
0;226;9897;2659
0;227;8484;6405
0;228;18545;14156
0;229;2187;1512
0;240;6771;1965
0;241;8887;2229
0;242;892;344
0;243;9222;1373
0;244;7797;5007
0;245;2884;1432
0;246;1181;692
0;247;7091;1808
0;248;607;535
0;249;26892;5913
0;250;27279;7245
0;260;1614;1448
0;261;715;641
0;262;976;903
0;263;16262;12209
0;264;1089;726
0;280;3949;1500
0;281;4358;1667
0;282;5338;2227
0;283;4138;1171
0;284;7838;5289
0;300;385;385
0;301;5568;5450
0;302;29455;28872
0;303;217;216
0;304;5623;5435
0;305;211;188
0;306;1505;1447
0;307;297;271
0;308;8882;8421
0;309;1915;1623
0;310;18335;15767
0;311;87;78
0;312;896;727
0;313;22502;15029
0;314;10252;6856
0;315;25120;15599
0;316;5777;3087
0;317;7472;3315
0;318;4403;1423
0;319;3177;1236
0;320;4850;2845
0;340;1135;281
0;341;3020;836
0;342;9107;1066
0;343;6210;1962
0;344;487;412
0;345;357;306
0;346;2926;679
0;347;18465;1943
0;348;3935;856
0;349;2096;530
0;350;3304;486
0;351;3620;1046
0;360;842;654
0;361;3425;1666
0;362;5772;2597
0;363;12631;6452
0;364;7613;3154
0;380;1253;898
0;381;1390;437
0;382;1414;502
0;383;8055;7536
0;384;6296;1442
0;385;3187;1034
0;400;265;245
0;401;402;340
0;402;226;180
0;403;10264;8436
0;404;6169;1662
0;405;1497;1189
0;420;10478;2308
0;421;4406;797
0;422;10121;3456
0;423;445;58
0;424;2860;485
0;440;330;315
0;441;956;924
0;442;1516;1348
0;443;2858;2461
0;444;411;143
0;445;1688;1220
0;446;13962;8965
0;447;2456;1005
0;460;4860;2135
0;461;1330;580
0;462;760;202
0;463;13480;12440
0;464;2101;616
0;465;9973;2700
0;466;1406;727
0;467;2310;1078
0;468;4870;1765
0;480;4488;4225
0;481;1202;825
0;482;9515;7809
0;483;3921;987
0;484;2701;1580
0;500;1227;558
0;501;2770;1943
0;510;2015;1851
0;511;511;405
0;512;805;670
0;513;23164;15334
0;514;8758;6849
0;515;1830;679
0;516;2206;594
0;517;2153;333
0;518;821;487
0;530;1192;436
0;531;853;656
0;532;1982;334
0;540;19948;14257
0;541;505;255
0;542;824;288
0;543;377;239
0;544;2386;534
0;560;85664;23694
0;561;926;393
0;562;1263;346
0;563;6979;1262
0;564;965;262
0;565;938;69
0;566;8467;1948
0;580;209;106
0;581;14;4
0;583;5;5
0;590;12;12
0;591;33;31
0;592;14;14
0;593;103;97
0;600;20;20
0;601;72;60
0;602;140;128
0;603;161;86
0;610;18;18
0;611;90;68
0;612;129;107
0;613;60;51
0;614;296;85
0;620;12;12
0;621;83;50
0;622;123;94
0;623;57;48
0;624;212;44
0;625;97;25
0;626;169;34
0;630;70;68
0;631;81;80
0;632;153;55
0;633;378;168
0;634;220;158
0;635;43;29
0;636;318;255
0;637;1158;357
0;638;1653;247
0;639;229;76
0;640;386;102
0;650;262;208
0;651;726;317
0;660;1768;1612
0;661;1543;403
0;662;250;141
0;663;8324;2145
0;664;1599;665
0;680;457;309
0;681;1017;494
0;682;1006;572
0;683;959;458
0;690;1402;1031
0;691;4057;1943
0;692;937;253
0;693;26720;5008
0;694;1797;599
0;710;710;635
0;711;1147;1051
0;720;4824;4542
0;721;2106;1849
0;722;1622;964
0;723;4805;1602
0;724;1984;1540
0;740;788;524
