vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;55;14;48;59;66;72
0;002;51;22;43;56;62;66
0;003;51;8;45;57;65;71
0;004;61;27;53;64;72;82
0;005;65;33;58;68;77;84
0;006;40;21;35;40;43;61
0;020;62;15;50;70;81;89
0;021;57;16;47;60;70;83
0;022;55;1;37;65;76;84
0;023;54;21;44;55;66;80
0;024;69;45;62;71;78;86
0;026;56;19;43;56;70;86
0;040;56;15;42;60;72;86
0;041;62;26;55;65;74;86
0;042;76;49;72;80;85;91
0;043;54;24;41;54;68;82
0;044;74;45;66;78;85;92
0;045;75;49;66;77;85;92
0;046;70;38;59;73;82;90
0;047;74;47;65;77;84;92
0;048;61;25;49;63;76;87
0;049;45;0;25;49;66;81
0;050;48;1;26;54;71;86
0;051;19;0;0;13;31;58
0;052;62;7;53;68;80;90
0;053;39;2;11;40;63;84
0;054;40;11;25;39;54;79
0;055;66;13;55;73;85;93
0;056;59;7;44;65;81;91
0;057;26;0;4;13;48;84
0;058;55;14;39;55;75;89
0;070;54;16;36;58;74;85
0;073;67;32;59;70;78;87
0;080;53;1;30;61;79;90
0;082;57;3;37;63;80;91
0;089;43;4;22;46;62;78
0;090;61;15;56;62;71;82
0;091;48;1;26;57;68;81
0;092;30;15;17;24;39;65
0;093;45;18;32;45;58;73
0;095;4;0;0;0;6;21
0;097;26;3;17;26;35;54
0;098;40;8;24;39;56;74
0;110;65;47;57;64;72;85
0;111;65;31;54;68;79;89
0;113;19;0;0;3;31;83
0;114;34;1;7;28;58;83
0;115;53;24;44;54;64;77
0;120;63;28;57;66;73;84
0;121;62;24;55;66;74;85
0;130;65;3;60;71;80;87
0;131;25;0;15;24;34;53
0;132;2;0;0;1;2;8
0;133;68;2;61;73;84;92
0;134;68;36;57;71;82;90
0;135;67;27;53;70;83;92
0;136;69;51;62;70;78;87
0;137;69;15;61;76;85;93
0;138;2;0;0;0;0;3
0;139;61;1;46;74;85;93
0;140;71;52;64;72;80;89
0;141;36;1;6;31;64;86
0;142;65;32;56;68;79;88
0;143;54;0;34;62;76;89
0;144;50;0;16;56;79;91
0;160;19;0;1;5;24;81
0;161;63;37;56;65;72;80
0;162;64;34;56;67;76;83
0;163;69;45;64;72;79;85
0;165;68;50;61;69;76;84
0;166;68;52;62;69;75;82
0;167;60;2;53;65;74;85
0;169;68;51;61;69;76;85
0;170;79;61;74;81;86;93
0;171;77;58;72;80;85;91
0;174;66;45;56;66;77;87
0;175;65;39;58;67;75;85
0;176;74;45;67;78;85;92
0;177;71;41;63;73;82;89
0;180;64;34;53;65;76;87
0;181;71;52;63;71;79;88
0;182;64;23;55;68;78;86
0;190;72;47;62;74;83;92
0;191;69;50;61;69;77;85
0;192;66;38;58;68;77;86
0;193;70;39;62;72;82;89
0;194;81;60;75;83;88;94
0;196;70;33;62;74;83;92
0;197;69;33;59;72;83;92
0;198;70;47;61;72;81;90
0;199;70;38;59;73;83;91
0;200;72;0;68;81;87;94
0;201;71;39;63;74;82;91
0;203;60;25;48;60;74;87
0;204;66;13;56;75;84;91
0;205;65;25;54;68;80;90
0;206;64;26;55;67;78;88
0;207;63;18;50;69;81;90
0;220;59;27;48;61;73;85
0;221;64;30;55;66;77;87
0;222;44;0;27;49;64;82
0;223;59;18;48;62;73;85
0;224;58;25;44;59;73;86
0;225;31;8;16;27;44;68
0;226;51;23;39;51;63;81
0;227;58;30;48;60;70;82
0;228;60;24;50;63;74;85
0;229;59;25;47;61;73;85
