vrai_hop;rdrg;N;NAB
0;001;147;143
0;002;107;104
0;003;527;515
0;004;1934;1891
0;005;467;445
0;020;624;564
0;021;3855;3307
0;022;728;600
0;023;1143;931
0;024;4045;3269
0;025;3454;681
0;026;1431;755
0;040;612;151
0;041;2690;851
0;042;8457;2319
0;043;2243;277
0;044;3047;1081
0;045;7648;2706
0;046;9514;2951
0;047;8214;1413
0;048;5449;848
0;049;785;481
0;050;709;301
0;051;1035;529
0;052;1993;607
0;053;13495;2263
0;054;4370;251
0;055;1407;474
0;056;1339;334
0;057;11493;604
0;058;18213;1543
0;070;543;393
0;071;5445;3530
0;072;2967;841
0;073;11481;5797
0;080;320;281
0;081;600;33
0;082;2435;535
0;090;350;256
0;091;525;474
0;092;2902;2602
0;093;7637;5524
0;094;2156;1184
0;095;448;319
0;096;967;440
0;097;11287;2031
0;098;14429;8249
0;110;1848;720
0;111;3404;266
0;112;1098;386
0;113;11281;7489
0;114;5260;2880
0;115;3957;991
0;120;1502;1419
0;121;3914;2305
0;122;574;342
0;130;1506;1455
0;131;590;518
0;132;55;24
0;133;3493;1897
0;134;4399;1747
0;135;1487;363
0;136;9404;3430
0;137;6032;5612
0;138;321;255
0;139;26810;25544
0;140;24113;17080
0;141;11815;5292
0;142;1184;608
0;143;2839;934
0;144;22762;10698
0;160;109;107
0;161;589;528
0;162;691;678
0;163;2472;2436
0;164;2;2
0;165;2839;2792
0;166;4797;4723
0;167;677;540
0;168;3035;2831
0;169;804;771
0;170;311;271
0;171;4948;4102
0;172;842;790
0;173;13570;8726
0;174;3490;479
0;175;17863;1057
0;176;1912;1496
0;177;903;687
0;178;560;443
0;179;12797;1032
0;180;930;539
0;190;11190;2793
0;191;7617;1184
0;192;22366;781
0;193;214;199
0;194;16649;6710
0;195;1270;332
0;196;1228;374
0;197;8894;1790
0;198;4717;570
0;199;3357;357
0;200;1388;376
0;201;17444;2542
0;202;6943;716
0;203;4944;304
0;204;7771;835
0;205;793;167
0;206;871;407
0;207;4779;973
0;220;5214;4279
0;221;12743;12484
0;222;664;324
0;223;1368;1119
0;224;1821;1307
0;225;13473;11504
0;226;10450;2549
0;227;8471;5996
0;228;19365;14514
0;229;2298;1627
0;240;7067;1923
0;241;9615;2446
0;242;849;333
0;243;9789;1495
0;244;6790;4210
0;245;2914;1444
0;246;1073;619
0;247;6555;1785
0;248;542;483
0;249;28617;6602
0;250;26213;6527
0;260;1521;1346
0;261;826;736
0;262;1091;1011
0;263;15425;11556
0;264;1065;676
0;280;4072;1614
0;281;4512;1727
0;282;4914;2078
0;283;4165;1161
0;284;6847;4709
0;300;217;217
0;301;5734;5629
0;302;26243;25748
0;303;179;173
0;304;4753;4567
0;305;165;147
0;306;1110;1022
0;307;277;248
0;308;9051;8640
0;309;1836;1500
0;310;17201;14246
0;311;70;62
0;312;804;628
0;313;26608;15209
0;314;10159;6297
0;315;23967;14485
0;316;6408;3194
0;317;7826;3116
0;318;5370;1626
0;319;3814;1440
0;320;5741;2925
0;340;1155;289
0;341;2947;839
0;342;10338;1172
0;343;5828;1835
0;344;426;352
0;345;329;271
0;346;3063;652
0;347;19416;1836
0;348;4726;953
0;349;1818;419
0;350;3044;402
0;351;3643;1003
0;360;1167;882
0;361;3611;1605
0;362;5832;2540
0;363;12924;5775
0;364;8006;3214
0;380;1684;1123
0;381;1437;399
0;382;1454;480
0;383;7433;6917
0;384;6288;1403
0;385;3311;1062
0;400;215;194
0;401;344;296
0;402;276;214
0;403;6400;5047
0;404;5879;1629
0;405;1386;1027
0;420;9567;2290
0;421;4546;814
0;422;8256;2932
0;423;430;73
0;424;3012;505
0;440;294;264
0;441;973;938
0;442;1500;1369
0;443;2906;2487
0;444;151;35
0;445;1838;1401
0;446;13389;8623
0;447;1622;656
0;460;3318;1498
0;461;1399;638
0;462;684;184
0;463;12389;11396
0;464;2437;798
0;465;10263;2871
0;466;993;493
0;467;2574;1135
0;468;4274;1784
0;480;4329;4115
0;481;1275;817
0;482;9145;7583
0;483;4634;1040
0;484;2414;1008
0;500;1422;585
0;501;2671;1857
0;510;2071;1903
0;511;535;450
0;512;773;679
0;513;24714;16066
0;514;6844;5382
0;515;2216;804
0;516;3138;602
0;517;3329;447
0;518;989;509
0;530;1304;454
0;531;931;691
0;532;2105;358
0;540;18457;13252
0;541;521;230
0;542;295;115
0;543;350;210
0;544;3106;564
0;560;82406;20460
0;561;767;328
0;562;1312;382
0;563;6451;1164
0;564;939;242
0;565;1009;86
0;566;8388;1926
0;580;193;88
0;581;40;11
0;583;2;2
0;590;14;14
0;591;45;42
0;592;19;19
0;593;102;89
0;600;22;22
0;601;82;60
0;602;149;139
0;603;186;110
0;610;18;17
0;611;85;60
0;612;152;135
0;613;60;52
0;614;292;104
0;620;23;23
0;621;111;67
0;622;122;98
0;623;84;68
0;624;211;58
0;625;113;38
0;626;268;64
0;630;77;74
0;631;97;89
0;632;211;78
0;633;382;175
0;634;236;185
0;635;64;50
0;636;319;258
0;637;1207;378
0;638;1507;293
0;639;246;88
0;640;388;113
0;650;262;222
0;651;730;305
0;660;1475;1316
0;661;1470;402
0;662;220;120
0;663;7756;1942
0;664;1692;742
0;680;416;296
0;681;1010;485
0;682;929;566
0;683;1104;474
0;690;1269;989
0;691;4189;2034
0;692;701;215
0;693;25290;4553
0;694;1926;691
0;710;769;656
0;711;952;841
0;720;4587;4246
0;721;1738;1509
0;722;2110;1162
