vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;34;8;13;20;40;117
0;002;45;17;23;29;59;135
0;003;29;14;19;25;32;65
0;004;55;1;19;43;75;160
0;005;52;15;27;43;70;106
0;006;22;6;10;17;29;62
0;020;26;1;7;14;31;89
0;021;18;3;5;8;17;68
0;022;12;2;3;5;9;50
0;023;12;1;2;4;8;51
0;024;9;1;2;4;7;34
0;026;7;1;1;1;4;36
0;040;15;1;2;5;12;81
0;041;11;1;3;7;14;36
0;042;14;1;4;10;19;40
0;043;4;1;1;2;4;14
0;044;15;1;2;7;16;63
0;045;15;2;4;7;16;59
0;046;7;1;2;4;8;21
0;047;6;1;2;4;6;16
0;048;7;1;1;3;8;26
0;049;17;1;5;9;17;68
0;050;12;1;3;7;14;35
0;051;5;1;2;3;5;12
0;052;7;1;1;3;8;23
0;053;4;1;1;2;4;16
0;054;3;1;1;2;3;8
0;055;10;1;2;6;12;35
0;056;10;1;1;4;11;33
0;057;2;1;1;1;1;7
0;058;6;1;1;1;5;23
0;070;3;1;1;1;4;9
0;073;1;1;1;1;1;2
0;080;8;1;3;5;9;20
0;082;5;1;1;2;6;17
0;089;5;1;1;1;3;22
0;090;19;1;2;15;24;63
0;091;7;1;1;3;9;24
0;092;2;1;1;1;2;3
0;093;1;1;1;1;1;3
0;095;3;1;2;2;5;6
0;097;1;1;1;1;1;3
0;098;2;1;1;1;2;5
0;110;7;1;1;3;8;31
0;111;4;1;1;3;5;14
0;113;3;1;1;2;4;11
0;114;4;1;1;2;4;13
0;115;1;1;1;1;1;1
0;120;14;3;6;9;16;41
0;121;13;1;4;8;15;42
0;130;22;6;11;17;27;57
0;131;9;1;4;9;14;18
0;132;6;1;1;4;8;17
0;133;10;1;2;6;12;30
0;134;8;1;3;6;10;22
0;135;9;1;3;6;12;27
0;136;10;1;2;6;13;30
0;137;13;2;6;10;16;33
0;138;4;1;2;3;5;8
0;139;9;2;4;7;12;24
0;140;10;1;4;7;12;27
0;141;5;1;2;3;6;13
0;142;8;1;2;5;10;24
0;143;6;1;1;3;7;20
0;144;5;1;1;2;6;16
0;160;15;1;5;11;21;44
0;161;7;1;1;2;6;27
0;162;23;6;10;16;29;58
0;163;14;6;8;10;14;34
0;165;17;6;9;13;19;37
0;166;12;6;8;9;12;25
0;167;8;1;1;4;9;28
0;169;13;2;5;8;14;42
0;170;11;1;2;8;14;33
0;171;5;1;1;3;6;17
0;174;5;1;2;4;5;14
0;175;3;1;1;1;2;8
0;176;3;1;1;1;2;8
0;177;5;1;1;2;5;18
0;180;7;1;1;1;5;31
0;181;6;1;1;2;5;24
0;182;5;1;1;2;4;19
0;190;6;1;2;3;7;19
0;191;2;1;1;1;2;5
0;192;4;1;1;2;5;15
0;193;21;2;9;16;30;50
0;194;11;2;5;9;14;29
0;196;4;1;1;1;3;16
0;197;7;1;1;4;9;25
0;198;4;1;1;2;4;13
0;199;5;1;1;3;7;17
0;200;7;1;1;3;9;24
0;201;4;1;1;2;5;15
0;203;2;1;1;1;2;7
0;204;5;1;1;3;6;18
0;205;8;1;2;5;10;25
0;206;7;1;1;3;8;29
0;207;6;1;1;3;7;20
0;220;12;1;2;6;14;41
0;221;12;2;5;7;13;36
0;222;6;1;2;3;6;25
0;223;8;1;3;5;9;26
0;224;7;1;2;4;8;22
0;225;3;1;1;2;3;7
0;226;2;1;1;1;2;6
0;227;3;1;1;2;4;8
0;228;2;1;1;1;1;4
0;229;8;1;1;4;9;29
0;240;8;1;2;4;11;28
0;241;5;1;1;3;6;16
0;242;6;1;1;3;7;22
0;243;4;1;1;2;4;15
0;244;5;1;2;4;6;13
0;245;6;1;2;4;7;16
0;246;7;1;2;5;9;21
0;247;6;1;2;4;7;19
0;248;7;1;2;4;7;20
0;249;4;1;1;2;4;11
0;251;3;1;1;1;3;8
0;252;5;1;2;3;6;15
0;253;6;1;2;4;8;18
0;254;4;1;1;2;4;14
0;260;12;1;3;7;14;39
0;261;11;1;2;7;14;36
0;262;9;1;3;6;9;32
0;263;2;1;1;1;2;6
0;264;11;1;2;6;13;36
0;279;8;1;3;6;11;25
0;280;11;1;4;7;14;34
0;281;8;1;2;5;10;27
0;282;6;1;3;5;8;17
0;283;6;1;1;3;7;20
0;284;6;1;2;4;8;18
0;301;11;2;3;5;11;38
0;302;8;2;3;4;7;28
0;303;11;5;7;8;11;28
0;304;8;2;4;5;7;22
0;305;39;3;10;24;51;135
0;308;20;3;6;11;25;64
0;309;9;1;1;2;8;43
0;310;5;1;2;3;4;12
0;312;15;1;1;4;19;68
0;313;5;1;1;2;4;19
0;314;3;1;1;1;2;11
0;315;3;1;1;1;2;12
0;316;2;1;1;1;1;5
0;317;3;1;1;1;2;9
0;320;5;1;1;2;4;17
0;321;5;1;1;2;4;14
0;322;7;1;2;3;5;28
0;340;14;1;3;9;19;46
0;341;18;1;6;13;24;50
0;342;8;1;1;2;11;33
0;343;12;1;3;8;15;34
0;344;13;1;5;9;16;41
0;346;8;1;2;5;10;25
0;347;9;1;2;5;12;29
0;349;8;1;1;3;10;32
0;351;9;1;2;5;12;28
0;361;7;1;1;2;5;32
0;362;4;1;2;4;5;8
0;363;2;1;1;2;2;6
0;364;5;1;1;2;4;19
0;380;15;2;6;10;19;43
0;381;8;1;2;5;11;26
0;382;11;1;2;7;14;34
0;383;7;1;3;5;9;21
0;384;8;1;1;3;11;25
0;385;4;1;1;2;4;13
0;401;7;2;4;5;7;17
0;403;2;1;2;2;3;4
0;404;2;1;1;2;3;4
0;405;16;1;3;10;21;54
