vrai_hop;rdrg;N;NAB
0;001;203;203
0;002;164;161
0;003;782;762
0;004;2231;2202
0;005;464;435
0;020;815;740
0;021;4532;3833
0;022;763;704
0;023;1217;1029
0;024;4137;3403
0;025;2350;785
0;026;1262;683
0;040;570;150
0;041;2871;957
0;042;12076;3551
0;043;1957;273
0;044;3136;1094
0;045;14904;4802
0;046;1229;244
0;047;7226;1034
0;048;4885;686
0;049;637;409
0;050;660;319
0;051;1335;686
0;052;2458;654
0;053;14592;2273
0;054;5370;323
0;055;2395;879
0;056;1585;522
0;057;8671;405
0;058;15221;1235
0;070;535;378
0;071;5621;3636
0;072;1626;722
0;073;4685;2095
0;080;372;336
0;081;736;46
0;082;2265;724
0;090;308;260
0;091;592;524
0;092;3854;3671
0;093;6841;4769
0;094;1807;1207
0;095;772;549
0;096;1063;511
0;097;7708;1846
0;098;12596;7836
0;110;1637;669
0;111;4800;374
0;112;1084;453
0;113;13008;8401
0;114;4253;2492
0;115;32253;1344
0;120;1737;1634
0;121;4452;2930
0;122;759;390
0;130;1719;1686
0;131;841;720
0;132;108;60
0;133;1434;682
0;134;4712;1736
0;135;1742;558
0;136;8316;3210
0;137;6584;6273
0;138;566;492
0;139;33004;31856
0;140;24079;16976
0;141;14408;5701
0;142;1541;755
0;143;3668;1261
0;144;25759;10952
0;160;129;127
0;161;1524;1371
0;162;878;869
0;163;3477;3441
0;164;2;2
0;165;2118;2095
0;166;3625;3587
0;167;1183;846
0;168;3592;3155
0;169;746;721
0;170;451;418
0;171;7725;6951
0;172;722;686
0;173;18504;11232
0;174;6555;826
0;175;22855;1390
0;176;2650;2252
0;177;929;801
0;178;405;269
0;179;4809;473
0;180;837;492
0;190;8837;2282
0;191;9799;1103
0;192;22264;558
0;193;216;199
0;194;19874;7856
0;195;1071;270
0;196;713;196
0;197;5167;1405
0;198;3132;334
0;199;2739;295
0;200;1197;295
0;201;18890;2800
0;202;2251;238
0;203;6557;376
0;204;9011;1096
0;205;330;73
0;206;1384;889
0;207;5421;1213
0;220;4500;3803
0;221;14748;14476
0;222;630;319
0;223;2304;2023
0;224;2184;1661
0;225;13079;11957
0;226;8957;2697
0;227;8964;7317
0;228;15332;12578
0;229;2063;1431
0;240;6915;2123
0;241;8926;2008
0;242;876;421
0;243;9272;1421
0;244;9143;6228
0;245;2823;1395
0;246;1476;896
0;247;8094;2174
0;248;760;681
0;249;28049;6556
0;250;30208;8328
0;260;2018;1784
0;261;568;509
0;262;761;698
0;263;17659;12931
0;264;924;623
0;280;3815;1644
0;281;4721;1950
0;282;6074;2362
0;283;3822;1369
0;284;9690;6806
0;300;716;684
0;301;5821;5703
0;302;38640;37924
0;303;287;281
0;304;8839;8601
0;305;236;225
0;306;2805;2742
0;307;316;296
0;308;10007;9535
0;309;2248;1859
0;310;23792;21517
0;311;69;58
0;312;833;732
0;313;23301;17979
0;314;12844;9991
0;315;32512;22297
0;316;5626;3546
0;317;7492;3843
0;318;4121;1710
0;319;3129;1468
0;320;4965;3459
0;340;1369;410
0;341;3646;1182
0;342;8569;1502
0;343;5628;1957
0;344;412;359
0;345;397;348
0;346;2826;763
0;347;19152;2717
0;348;3436;1023
0;349;2029;583
0;350;4822;983
0;351;4164;1413
0;360;1009;805
0;361;2945;1482
0;362;5885;3175
0;363;12525;7191
0;364;7404;3488
0;380;1129;793
0;381;1095;391
0;382;1017;374
0;383;9639;9090
0;384;7331;1990
0;385;3444;1288
0;400;1125;1014
0;401;474;415
0;402;475;397
0;403;10328;9247
0;404;7086;1960
