vrai_hop;rdrg;N;NAB
0;001;154;154
0;002;105;102
0;003;545;518
0;004;1769;1739
0;005;433;397
0;020;609;539
0;021;3749;3253
0;022;668;581
0;023;1127;915
0;024;3640;3118
0;025;3729;720
0;026;1323;676
0;040;646;158
0;041;2288;753
0;042;7137;2055
0;043;1940;281
0;044;2842;957
0;045;5070;1822
0;046;10973;3488
0;047;8255;1555
0;048;5577;861
0;049;922;644
0;050;947;438
0;051;3299;1736
0;052;1997;679
0;053;12246;2222
0;054;4681;317
0;055;1385;413
0;056;1405;344
0;057;13421;770
0;058;15964;1718
0;070;540;365
0;071;5389;3148
0;072;4036;985
0;073;14824;8007
0;080;275;238
0;081;636;43
0;082;2643;572
0;090;412;310
0;091;440;393
0;092;2520;2244
0;093;7635;5484
0;094;2379;1246
0;095;403;291
0;096;913;447
0;097;11476;2092
0;098;15777;8887
0;110;1794;684
0;111;3464;282
0;112;1081;360
0;113;11430;7690
0;114;6517;3128
0;115;3927;1137
0;120;1517;1443
0;121;3880;2245
0;122;514;280
0;130;1298;1266
0;131;571;521
0;132;55;33
0;133;2973;1646
0;134;3965;1668
0;135;1464;356
0;136;9319;3435
0;137;5430;5031
0;138;473;386
0;139;24522;23393
0;140;23078;16533
0;141;11981;6018
0;142;1290;687
0;143;2683;950
0;144;23304;12190
0;160;88;87
0;161;417;389
0;162;656;647
0;163;2208;2182
0;164;2;2
0;165;2652;2624
0;166;5395;5333
0;167;459;383
0;168;2733;2548
0;169;904;864
0;170;221;190
0;171;4203;3468
0;172;783;727
0;173;12850;8325
0;174;2386;338
0;175;15212;1049
0;176;1817;1362
0;177;820;633
0;178;505;387
0;179;14260;1182
0;180;931;516
0;190;10647;2597
0;191;6563;1206
0;192;21516;1061
0;193;169;154
0;194;15573;6542
0;195;1527;396
0;196;1335;464
0;197;10052;1827
0;198;5494;740
0;199;3787;442
0;200;1636;442
0;201;17103;2561
0;202;9356;1002
0;203;4867;324
0;204;7468;898
0;205;1020;241
0;206;859;391
0;207;5432;1189
0;220;5218;4199
0;221;11877;11608
0;222;726;308
0;223;1206;1019
0;224;1503;1018
0;225;13188;10843
0;226;10161;2229
0;227;8312;5474
0;228;19168;13755
0;229;2528;1732
0;240;6273;1722
0;241;9863;2545
0;242;848;277
0;243;9538;1524
0;244;5912;3562
0;245;2581;1196
0;246;856;435
0;247;5943;1517
0;248;443;366
0;249;26441;6398
0;250;26390;7002
0;260;1403;1272
0;261;812;737
0;262;1566;1372
0;263;14299;10875
0;264;1124;747
0;280;4107;1557
0;281;4074;1573
0;282;4737;1980
0;283;4019;1037
0;284;6507;4379
0;300;238;238
0;301;5076;4953
0;302;22402;21975
0;303;191;187
0;304;3992;3825
0;305;138;119
0;306;773;722
0;307;279;260
0;308;8759;8227
0;309;1664;1371
0;310;17088;14289
0;311;83;64
0;312;839;653
0;313;28123;14257
0;314;9791;5647
0;315;20868;11989
0;316;6653;3049
0;317;7654;2930
0;318;5842;1591
0;319;4520;1488
0;320;6369;3050
0;340;1182;313
0;341;2705;805
0;342;10607;1294
0;343;5444;1693
0;344;470;366
0;345;338;285
0;346;3307;723
0;347;23898;1819
0;348;5343;1143
0;349;1520;365
0;350;3056;395
0;351;3884;968
0;360;1026;769
0;361;3598;1487
0;362;5172;2263
0;363;11802;4866
0;364;7559;2880
0;380;1717;1197
0;381;1746;480
0;382;1670;538
0;383;6982;6463
0;384;6352;1422
0;385;3507;1085
0;400;132;127
0;401;312;274
0;402;159;115
0;403;5167;3960
0;404;5543;1586
0;405;1100;813
0;420;9107;2206
0;421;4603;794
0;422;6546;2388
0;423;444;86
0;424;3177;591
0;440;405;400
0;441;883;853
0;442;1294;1170
0;443;3086;2600
0;444;163;56
0;445;1737;1308
0;446;13066;8164
0;447;1494;597
0;460;2983;1308
0;461;1360;551
0;462;698;187
0;463;11474;10496
0;464;2370;801
0;465;10264;2729
0;466;981;409
0;467;2508;1120
0;468;4118;1584
0;480;4329;4151
0;481;1324;869
0;482;9216;7600
0;483;5128;1115
0;484;2671;1019
0;500;1714;734
0;501;2751;1877
0;510;1992;1803
0;511;546;448
0;512;834;716
0;513;23172;15033
0;514;4497;3551
0;515;2272;791
0;516;3882;627
0;517;4157;508
0;518;909;483
0;530;1426;464
0;531;914;688
0;532;2199;387
0;540;16790;12088
0;541;630;275
0;542;494;167
0;543;343;222
0;544;3542;629
0;560;83028;18158
0;561;637;275
0;562;1257;389
0;563;6721;1273
0;564;872;205
0;565;1055;93
0;566;7745;1780
0;583;1;1
0;590;11;11
0;591;43;32
0;592;18;18
0;593;82;80
0;600;26;26
0;601;64;54
0;602;139;123
0;603;150;90
0;610;10;8
0;611;70;55
0;612;128;108
0;613;42;34
0;614;264;96
0;620;20;19
0;621;77;50
0;622;108;86
0;623;46;35
0;624;189;63
0;625;104;38
0;626;197;37
0;630;65;63
0;631;92;84
0;632;227;77
0;633;338;167
0;634;241;177
0;635;67;38
0;636;356;296
0;637;1153;419
0;638;1413;285
0;639;218;80
0;640;439;136
0;650;259;216
0;651;748;314
0;660;1146;1016
0;661;1356;365
0;662;132;74
0;663;7250;1742
0;664;1565;668
0;680;393;279
0;681;947;454
0;682;883;556
0;683;1413;492
0;690;996;797
0;691;4096;1901
