vrai_hop;rdrg;N;NAB
0;001;173;173
0;002;139;139
0;003;692;675
0;004;2344;2319
0;005;502;472
0;020;681;605
0;021;4219;3651
0;022;651;585
0;023;1171;1020
0;024;4223;3385
0;025;2724;814
0;026;1702;968
0;040;557;152
0;041;2956;963
0;042;11761;3402
0;043;2171;269
0;044;3106;1059
0;045;13866;4637
0;046;2722;627
0;047;7558;1138
0;048;6408;902
0;049;763;498
0;050;672;294
0;051;929;455
0;052;2085;590
0;053;14341;2103
0;054;4577;244
0;055;1941;632
0;056;1338;385
0;057;9361;431
0;058;23618;1295
0;070;555;383
0;071;5436;3816
0;072;2131;904
0;073;5411;2626
0;080;362;322
0;081;793;54
0;082;2686;710
0;090;262;207
0;091;564;508
0;092;3645;3411
0;093;6734;4863
0;094;1711;1031
0;095;579;383
0;096;1031;479
0;097;8572;1738
0;098;13335;7990
0;110;1875;793
0;111;4279;306
0;112;1084;421
0;113;12632;8216
0;114;4268;2350
0;115;6229;1164
0;120;1683;1588
0;121;4194;2524
0;122;605;319
0;130;1751;1718
0;131;733;641
0;132;80;32
0;133;4209;2446
0;134;4228;1548
0;135;1527;399
0;136;9535;3529
0;137;6673;6327
0;138;474;380
0;139;28149;26896
0;140;22804;15587
0;141;13182;5020
0;142;1325;696
0;143;3217;1023
0;144;22824;9353
0;160;146;146
0;161;890;820
0;162;924;907
0;163;2938;2901
0;164;1;1
0;165;2559;2533
0;166;3935;3879
0;167;861;742
0;168;3481;3147
0;169;762;729
0;170;439;395
0;171;6641;5810
0;172;945;886
0;173;16687;10311
0;174;5343;669
0;175;21964;1216
0;176;2229;1877
0;177;739;604
0;178;640;469
0;179;6596;652
0;180;1033;614
0;190;9278;2361
0;191;9262;1144
0;192;21056;510
0;193;210;191
0;194;19230;7565
0;195;810;204
0;196;1212;367
0;197;7138;1800
0;198;4712;456
0;199;3523;341
0;200;1300;300
0;201;19306;2867
0;202;4686;408
0;203;5434;282
0;204;7527;779
0;205;537;117
0;206;1402;761
0;207;6067;1135
0;220;5255;4425
0;221;14199;13950
0;222;656;315
0;223;1644;1423
0;224;2107;1528
0;225;13366;11931
0;226;9554;2699
0;227;8588;6730
0;228;17587;13743
0;229;2199;1529
0;240;7277;2177
0;241;9568;2333
0;242;838;342
0;243;10681;1604
0;244;8551;5556
0;245;2830;1407
0;246;1283;757
0;247;7412;1944
0;248;745;663
0;249;29000;5960
0;250;26976;6942
0;260;1793;1642
0;261;701;629
0;262;901;832
0;263;16532;12241
0;264;1005;671
0;280;4174;1682
0;281;4906;1972
0;282;5572;2265
0;283;3495;1110
0;284;8107;5660
0;300;309;306
0;301;5861;5774
0;302;32985;32554
0;303;251;249
0;304;7025;6856
0;305;254;234
0;306;2079;1989
0;307;359;337
0;308;9433;9058
0;309;1907;1599
0;310;20631;17944
0;311;74;64
0;312;968;793
0;313;22010;15765
0;314;10945;7830
0;315;27672;17698
0;316;5627;3229
0;317;7585;3386
0;318;4206;1517
0;319;3116;1245
0;320;4883;2945
0;340;1198;317
0;341;3233;968
0;342;9234;1376
0;343;6383;2074
0;344;501;413
0;345;379;319
0;346;3058;729
0;347;20003;2290
0;348;3946;952
0;349;2164;619
0;350;3850;631
0;351;4203;1359
0;360;1025;811
0;361;3202;1554
0;362;6067;2842
0;363;11614;5747
0;364;7522;3238
0;380;1490;1034
0;381;1364;440
0;382;1140;384
0;383;9064;8516
0;384;7342;1636
0;385;3523;1178
0;400;313;284
0;401;442;383
0;402;332;274
0;403;9469;8161
0;404;6246;1909
0;405;867;498
0;420;10799;2283
0;421;4752;782
0;422;13978;4535
0;423;523;66
0;424;2985;490
0;440;429;429
0;441;989;967
0;442;1630;1473
0;443;2949;2522
0;444;508;182
0;445;1697;1264
0;446;14612;9561
0;447;2470;1020
0;460;5445;2460
0;461;1358;608
0;462;676;184
0;463;15289;14192
0;464;2041;606
0;465;10363;2847
0;466;1784;933
0;467;2171;946
0;468;5079;2000
0;480;4613;4334
0;481;1347;946
0;482;8825;7204
0;483;3632;898
0;484;2544;1667
0;500;1045;496
0;501;3591;2402
0;510;1940;1793
0;511;538;425
0;512;738;640
0;513;22033;14782
0;514;8701;6967
0;515;1752;662
0;516;1714;493
0;517;1637;241
0;518;848;500
0;530;1066;409
0;531;918;737
0;532;2034;358
0;540;22536;16370
0;541;458;259
0;542;604;244
0;543;408;251
0;544;2140;542
0;560;90599;27025
0;561;1312;539
0;562;1356;428
0;563;7151;1533
0;564;1042;293
0;565;828;60
0;566;9964;2413
0;580;285;144
0;581;31;16
0;583;9;9
0;590;11;11
0;591;59;50
0;592;31;31
0;593;139;125
0;600;24;24
0;601;135;123
0;602;212;201
0;603;199;115
0;610;18;17
0;611;150;114
0;612;175;148
0;613;67;60
0;614;395;135
0;620;37;35
0;621;142;90
0;622;126;105
0;623;66;56
0;624;269;64
0;625;174;92
0;626;222;49
0;630;96;96
0;631;115;111
0;632;204;85
0;633;554;275
0;634;252;196
0;635;64;47
0;636;522;412
0;637;1340;415
0;638;1967;299
0;639;359;147
0;640;422;113
0;650;239;206
0;651;803;376
0;660;2230;2053
0;661;1604;402
0;662;342;186
0;663;8983;2446
0;664;1661;738
0;680;440;338
0;681;1158;581
0;682;1188;691
0;683;975;442
0;690;1210;915
0;691;3754;1795
0;692;1019;309
0;693;28173;5676
0;694;1701;582
0;710;878;803
0;711;1350;1242
0;720;5546;5264
0;721;2774;2473
0;722;1876;1070
0;723;5713;1850
0;724;2144;1686
0;740;630;428
0;750;492;41
0;751;5065;743
0;752;742;59
0;753;812;107
0;754;5564;651
0;755;1621;135
0;756;2711;189
0;757;4868;1591
0;758;950;59
0;759;485;55
0;760;5444;141
0;770;979;72
0;771;1213;124
0;772;228;33
0;773;438;68
0;774;155;10
0;775;9133;949
0;776;1521;267
0;790;1168;874
0;791;3772;2675
0;792;1181;908
0;810;1303;615
0;811;928;116
0;812;11245;1365
0;813;4358;2121
0;814;423;66
0;815;1748;348
0;830;45;24
0;831;27;25
0;832;281;115
0;833;61;23
0;840;719;155
0;850;3389;2367
0;860;6331;2627
0;861;4879;1216
0;862;30696;1976
0;870;5;5
0;871;9;9
0;872;39;33
0;873;55;33
0;890;53;51
0;891;213;188
0;892;92;59
0;893;325;226
0;894;160;60
0;910;553;530
0;911;524;469
0;930;661;315
0;931;124;46
0;950;6036;4736
0;951;592;540
0;952;3737;2299
0;955;197;23
0;956;1831;175
