vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;51;12;46;56;63;69
0;002;52;23;46;56;61;66
0;003;49;13;40;53;62;69
0;004;64;29;56;66;76;84
0;005;58;34;53;60;66;78
0;020;61;10;46;67;80;89
0;021;55;18;44;57;69;82
0;022;53;1;33;62;74;84
0;023;53;18;41;52;65;81
0;024;71;54;65;73;78;85
0;025;55;24;43;55;69;84
0;026;57;12;41;60;76;87
0;040;50;5;33;54;74;86
0;041;62;31;53;64;73;84
0;042;77;52;73;80;85;90
0;043;46;21;36;46;56;72
0;044;73;45;64;77;83;90
0;045;75;50;68;78;84;91
0;046;74;50;67;76;83;90
0;047;74;48;66;77;84;90
0;048;60;29;49;62;75;85
0;049;39;0;13;42;64;81
0;050;48;2;22;55;72;86
0;051;20;0;5;16;31;55
0;052;63;7;52;68;80;90
0;053;39;1;12;40;61;83
0;054;39;10;24;38;52;76
0;055;62;7;48;70;82;90
0;056;44;0;14;47;72;87
0;057;24;0;5;14;39;78
0;058;49;0;37;51;65;84
0;070;52;16;32;53;70;87
0;071;63;28;56;66;75;85
0;072;59;6;48;64;76;87
0;073;76;55;71;78;84;89
0;080;31;0;3;13;60;86
0;081;55;14;39;58;72;85
0;082;55;2;36;62;79;89
0;090;60;34;53;61;69;79
0;091;45;2;22;54;64;77
0;092;32;15;18;26;44;65
0;093;44;16;31;44;56;73
0;094;48;10;34;50;63;81
0;095;23;0;0;24;42;56
0;096;53;23;42;55;65;81
0;097;23;3;11;22;32;48
0;098;37;8;22;36;51;69
0;110;62;47;55;61;70;82
0;111;63;30;51;66;78;87
0;112;69;25;60;73;82;90
0;113;15;0;1;3;23;66
0;114;33;1;8;28;55;80
0;115;49;1;42;52;62;76
0;120;63;39;56;64;72;79
0;121;58;19;48;62;73;83
0;122;62;28;54;65;74;84
0;130;65;15;58;69;79;87
0;131;22;3;14;22;28;43
0;132;2;0;0;1;2;6
0;133;70;23;63;75;83;91
0;134;68;35;56;73;82;89
0;135;68;32;55;73;83;90
0;136;69;50;61;69;77;86
0;137;68;14;60;75;84;91
0;138;3;0;0;1;2;5
0;139;53;1;11;65;81;90
0;140;70;48;62;72;80;87
0;141;13;0;0;1;9;75
0;142;65;28;55;71;79;88
0;143;57;19;37;61;76;88
0;144;48;0;8;54;77;89
0;160;13;0;0;3;14;59
0;161;63;36;55;65;73;80
0;162;70;44;63;73;79;86
0;163;68;39;62;72;78;85
0;164;70;66;66;70;74;74
0;165;69;50;61;70;77;84
0;166;68;50;61;69;75;82
0;167;50;1;39;56;68;79
0;168;66;37;60;69;77;86
0;169;72;56;65;73;79;85
0;170;78;58;73;80;84;90
0;171;77;57;72;79;84;90
0;172;74;52;66;76;83;91
0;173;69;49;61;70;78;87
0;174;65;43;54;64;76;85
0;175;64;36;56;65;75;84
0;176;76;51;72;79;85;91
0;177;73;46;66;76;82;90
0;178;73;51;65;75;81;90
